"DVD 오디오, DVD-audio",,"디지털 비디오 디스크(DVD) 기술을 사용하여 오디오를 저장하고 재생하는 미디어 형식. 선택 가능한 방식으로는 돌비 디지털 방식(AC-3), 디지털 극장 시스템(DTS: digital theater system), 엠펙(MPEG) 등이 있으며 이중에서 선호하는 방식을 사용하면, 멀티채널과 멀티채널 중에서 2개 채널에 혼합하여 내려 받은 사운드도 재생할 수 있다."
"DW 어플라이언스, Data Warehouse Appliance, DW Appliance",,"데이터 웨어하우스(DW)의 성능을 높이기 위해 서버, 스토리지, 운영 체계(OS), 데이터베이스 관리 시스템(DBMS), 소프트웨어를 하나의 장치에 통합한 일체형 전용 장비. 성능에 비해 시스템 구성이 단순해 구축과 유지·보수, 확장 작업이 간편하다. 데이터 처리 용량과 속도가 빨라져 경영에 필요한 데이터를 빠르게 가공할 수 있다."
"D 버스, D-bus",,마이크로프로세서의 중앙 처리 장치(CPU)에 있는 연산 장치(ALU)에서 레지스터까지 연결된 내부 버스.
"D 영역, -領域, D region",,지구 표면으로부터 약 50~90km 높이에 걸쳐 있는 전리권의 영역.
"D-조절, -調節, D-conditioning",,"데이터 전송에 적합하도록 특수(부가) 장치를 사용하여 신호 대 잡음비(S/N) 및 고조파 일그러짐(harmonic distortion)을 제어하거나 보상하여 음성급 전용 회선의 전송 특성을 개선하는 것. D-1과 D-2의 2가지가 있다. D-조절은 9,600bps 이상의 전송에 적용되는 조절이다."
"D 채널, D channel",,"종합 정보 통신망(ISDN)에서 가입자가 망에 접속하여 서비스를 제공받게 하는 디지털 링크인 가입자 회선을 구성하는 ISDN 채널의 하나. D 채널은 사용자-망 인터페이스에서 모든 B 채널상의 회선 교환 신호 정보를 전송하는 제어 정보 채널로서 사용되기도 하고, 패킷 교환 데이터나 원격 측정 정보 등 저속 데이터의 전송 채널로도 사용된다. D 채널의 전송 속도는 기본 속도 인터페이스(BRI)에서는 16kbps이고, 1차군 속도 인터페이스(PRI)에서는 64kbps이다."
"D 채널 링크 접속 프로토콜, -接續-, Link Access Protocol For D-Channel, LAPD, LAP-D",,"종합 정보 통신망(ISDN) D 채널상의 정보 프레임이 발신과 수신, 오류 검출 및 교정을 규정하는 표준 링크 접속 프로토콜(LAP). 사용자 정보와 제어 정보 및 파라미터(parameters)가 프레임으로 전송된다. ITU-T(구 CCITT)의 ISDN 표준 권고 Q.291 및 1.441과 같은 의미이다."
"D 채널 연결로 접근 절차, -連結路接近節次, Link Access Procedure On The D-Channel, LAP-D",,"①ITU-T 권고 I 시리즈로서, 2B+D의 D 채널에 관한 종합 정보 통신망(ISDN) 접속에 대하여 생각해 낸 전송 제어 절차. 또 그것을 위한 대규모 집적 회로(LSI) 칩. ②ISDN에서 D 채널의 제2층에 적용되는 프로토콜. 패킷 교환(X.25)용의 평형 링크 접속 프로토콜(LAPB)을 베이스로 하고, 1쌍의 통신이나 방송 등의 기능이 추가되고 있다."
"D층, -層, D layer",,"지상 60~90km에 존재하는 층. 이온 밀도는 그다지 크지 않아 단파에 대하여 전파 통로를 만곡(灣曲)시키는 힘은 비교적 작다. D층이 전파에 미치는 영향은 단파의 전계 강도를 약하게 하고 장파, 중파를 완전히 반사한다. 일반적으로 D층은 태양이 직사하는 시간에만 존재한다."
"D 플립플롭, D flip-flop",,"하나의 입력 단자가 있고 클록 펄스가 인가되었을 때 입력 신호가 1이면 1로, 0이면 0으로 자리잡는 플립플롭. 일반적으로 입력 신호를 클록 펄스의 시간 간격만큼 지연시켜 출력으로 내는 데 사용된다. 표에 동기식 D 플립플롭의 입력값과 출력값의 관계를 표시한다. Qn+1은 n＋1번째의 클록 펄스에 의한 출력을 표시한다."
